Time [s]	Eng. strain [-]	Cast-800-550C-020 [MPa]	
0.000219	0.175583	645.091491	
0.000220	0.176311	645.368109	
0.000221	0.177104	645.726879	
0.000222	0.178265	645.477600	
0.000223	0.179038	646.855253	
0.000224	0.179715	648.180878	
0.000225	0.180879	647.370141	
0.000226	0.181805	647.271582	
0.000227	0.182431	647.920782	
0.000228	0.183542	647.008796	
0.000229	0.184580	647.375903	
0.000230	0.185115	650.027288	
0.000231	0.186063	650.698371	
0.000232	0.187241	649.956125	
0.000233	0.187876	651.068149	
0.000234	0.188689	651.722748	
0.000235	0.189897	650.966766	
0.000236	0.190630	652.089684	
0.000237	0.191307	653.711082	
0.000238	0.192478	652.955043	
0.000239	0.193380	652.311318	
0.000240	0.194049	652.771413	
0.000241	0.195140	652.579675	
0.000242	0.196089	653.376714	
0.000243	0.196687	655.318649	
0.000244	0.197698	655.472020	
0.000245	0.198776	655.187141	
0.000246	0.199407	655.992346	
0.000247	0.200342	655.367814	
0.000248	0.201524	654.622763	
0.000249	0.202167	656.507139	
0.000250	0.202916	657.405503	
0.000251	0.204171	655.573155	
0.000252	0.205011	655.195211	
0.000253	0.205658	656.055304	
0.000254	0.206826	655.247353	
0.000255	0.207787	655.219994	
0.000256	0.208380	656.967444	
0.000257	0.209421	656.992074	
0.000258	0.210504	655.997802	
0.000259	0.211168	656.460702	
0.000260	0.212103	656.912689	
0.000261	0.213185	657.534530	
0.000262	0.213836	659.424515	
0.000263	0.214679	659.783399	
0.000264	0.215870	658.665938	
0.000265	0.216625	659.241095	
0.000266	0.217346	659.736790	
0.000267	0.218541	659.005400	
0.000268	0.219384	660.344667	
0.000269	0.219956	662.023549	
0.000270	0.221125	660.492391	
0.000271	0.222195	659.391261	
0.000272	0.222735	660.711411	
0.000273	0.223729	660.629222	
0.000274	0.224898	660.010222	
0.000275	0.225476	661.546779	
0.000276	0.226314	661.746721	
0.000277	0.227576	659.591146	
0.000278	0.228320	659.470646	
0.000279	0.229010	660.897693	
0.000280	0.230158	661.201803	
0.000281	0.230979	662.245450	
0.000282	0.231613	663.888941	
0.000283	0.232713	663.760295	
0.000284	0.233655	663.702831	
0.000285	0.234277	664.686133	
0.000286	0.235297	664.842251	
0.000287	0.236292	665.433835	
0.000288	0.236879	666.701939	
0.000289	0.237845	665.641923	
0.000290	0.239002	664.009478	
0.000291	0.239625	664.905096	
0.000292	0.240407	665.578869	
0.000293	0.241577	665.074893	
0.000294	0.242285	666.447109	
0.000295	0.242934	667.896019	
0.000296	0.244100	666.600499	
0.000297	0.245006	665.688436	
0.000298	0.245632	666.611469	
0.000299	0.246672	666.808664	
0.000300	0.247636	666.956541	
0.000301	0.248274	667.912407	
0.000302	0.249264	667.589200	
0.000303	0.250328	667.074293	
0.000304	0.250986	668.128833	
0.000305	0.251871	668.660243	
0.000306	0.252978	668.972538	
0.000307	0.253656	670.733724	
0.000308	0.254439	671.032282	
0.000309	0.255649	669.323161	
0.000310	0.256469	669.613477	
0.000311	0.257107	671.084271	
0.000312	0.258229	670.966461	
0.000313	0.259159	671.495048	
0.000314	0.259746	672.908339	
0.000315	0.260801	671.829168	
0.000316	0.261905	669.917358	
0.000317	0.262548	670.295321	
0.000318	0.263437	670.752726	
0.000319	0.264533	670.278875	
0.000320	0.265242	670.947192	
0.000321	0.266049	671.505980	
0.000322	0.267152	670.793916	
0.000323	0.267952	671.029535	
0.000324	0.268692	672.084113	
0.000325	0.269737	672.645667	
0.000326	0.270574	673.664588	
0.000327	0.271282	674.034328	
0.000328	0.272375	672.656580	
0.000329	0.273338	672.511336	
0.000330	0.273959	673.754734	
0.000331	0.274952	673.562939	
0.000332	0.276017	673.823111	
0.000333	0.276605	675.663682	
0.000334	0.277484	675.258323	
0.000335	0.278707	673.428722	
0.000336	0.279394	674.365472	
0.000337	0.280073	675.839051	
0.000338	0.281256	675.430983	
0.000339	0.282076	676.195207	
0.000340	0.282670	677.693454	
0.000341	0.283799	676.630748	
0.000342	0.284801	675.669368	
0.000343	0.285386	677.246981	
0.000344	0.286330	678.131609	
0.000345	0.287379	677.926135	
0.000346	0.288040	678.920349	
0.000347	0.288896	679.317485	
0.000348	0.289984	678.356105	
0.000349	0.290740	678.714913	
0.000350	0.291499	679.868031	
0.000351	0.292529	680.089894	
0.000352	0.293351	680.306263	
0.000353	0.294110	680.119981	
0.000354	0.295168	679.021617	
0.000355	0.296054	679.205075	
0.000356	0.296723	680.525206	
0.000357	0.297702	680.873025	
0.000358	0.298661	681.355099	
0.000359	0.299325	682.417862	
0.000360	0.300266	681.864664	
0.000361	0.301346	680.963609	
0.000362	0.302041	682.289311	
0.000363	0.302829	683.751920	
0.000364	0.303906	683.568386	
0.000365	0.304725	683.480682	
0.000366	0.305513	683.392979	
0.000367	0.306594	682.360340	
0.000368	0.307485	682.176787	
0.000369	0.308216	683.140857	
0.000370	0.309217	683.562624	
0.000371	0.310148	683.874842	
0.000372	0.310887	684.121336	
0.000373	0.311892	683.261319	
0.000374	0.312900	683.028562	
0.000375	0.313591	684.351574	
0.000376	0.314480	684.809093	
0.000377	0.315543	684.464098	
0.000378	0.316285	685.044826	
0.000379	0.317098	685.055777	
0.000380	0.318192	684.209363	
0.000381	0.318984	685.110361	
0.000382	0.319664	686.896043	
0.000383	0.320686	687.016485	
0.000384	0.321592	686.827495	
0.000385	0.322289	687.441056	
0.000386	0.323251	687.085034	
0.000387	0.324222	686.348264	
0.000388	0.324944	687.186360	
0.000389	0.325790	688.016214	
0.000390	0.326758	687.230087	
0.000391	0.327591	686.309783	
0.000392	0.328442	685.893492	
0.000393	0.329368	685.408766	
0.000394	0.330202	685.556757	
0.000395	0.331002	686.447014	
0.000396	0.331871	687.025033	
0.000397	0.332721	687.112774	
0.000398	0.333549	686.855387	
0.000399	0.334434	686.340518	
0.000400	0.335291	686.422727	
0.000401	0.336064	687.458074	
0.000402	0.336867	688.449580	
0.000403	0.337713	688.728945	
0.000404	0.338522	688.556381	
0.000405	0.339340	688.181127	
0.000406	0.340182	687.874327	
0.000407	0.340967	688.145432	
0.000408	0.341727	688.934191	
0.000409	0.342517	689.575054	
0.000410	0.343301	689.629790	
0.000411	0.344095	689.081991	
0.000412	0.344926	688.372617	
0.000413	0.345726	688.216518	
0.000414	0.346491	688.569831	
0.000415	0.347303	688.717708	
0.000416	0.348138	688.410889	
0.000417	0.348958	687.805511	
0.000418	0.349813	687.117963	
0.000419	0.350673	686.948108	
0.000420	0.351472	687.583515	
0.000421	0.352280	688.394233	
0.000422	0.353134	688.892733	
0.000423	0.353957	689.142012	
0.000424	0.354782	689.065355	
0.000425	0.355660	688.912002	
0.000426	0.356490	689.391348	
0.000427	0.357276	690.207561	
0.000428	0.358140	690.286984	
0.000429	0.359038	689.585814	
0.000430	0.359899	688.802511	
0.000431	0.360789	688.213675	
0.000432	0.361694	688.079516	
0.000433	0.362540	688.662953	
0.000434	0.363394	689.451807	
0.000435	0.364294	689.679146	
0.000436	0.365185	689.295708	
0.000437	0.366083	688.750694	
0.000438	0.366991	688.572731	
0.000439	0.367852	689.101413	
0.000440	0.368694	689.977933	
0.000441	0.369576	690.465482	
0.000442	0.370465	690.276453	
0.000443	0.371360	689.588867	
0.000444	0.372282	688.890310	
0.000445	0.373176	688.777900	
0.000446	0.374031	689.164028	
0.000447	0.374917	689.459820	
0.000448	0.375814	689.490002	
0.000449	0.376682	689.243566	
0.000450	0.377582	688.684874	
0.000451	0.378495	688.419207	
0.000452	0.379338	688.958764	
0.000453	0.380177	689.547600	
0.000454	0.381086	689.333922	
0.000455	0.381985	688.712175	
0.000456	0.382851	688.320533	
0.000457	0.383741	688.180898	
0.000458	0.384620	688.312406	
0.000459	0.385465	688.728754	
0.000460	0.386333	688.912250	
0.000461	0.387227	688.400014	
0.000462	0.388120	687.548105	
0.000463	0.389009	687.112526	
0.000464	0.389869	687.383611	
0.000465	0.390707	687.860152	
0.000466	0.391577	687.777981	
0.000467	0.392474	686.980980	
0.000468	0.393360	685.975815	
0.000469	0.394244	685.277392	
0.000470	0.395119	685.236297	
0.000471	0.395958	685.836104	
0.000472	0.396796	686.400291	
0.000473	0.397671	686.277006	
0.000474	0.398559	685.586768	
0.000475	0.399436	684.808884	
0.000476	0.400317	684.411709	
0.000477	0.401177	684.710248	
0.000478	0.402005	685.241620	
0.000479	0.402871	685.041717	
0.000480	0.403784	684.050268	
0.000481	0.404668	683.067043	
0.000482	0.405533	682.448082	
0.000483	0.406419	682.089293	
0.000484	0.407283	682.037247	
0.000485	0.408125	682.023549	
0.000486	0.409007	681.374425	
0.000487	0.409917	680.070682	
0.000488	0.410805	678.879235	
0.000489	0.411681	678.287613	
0.000490	0.412551	678.038354	
0.000491	0.413419	677.564484	
0.000492	0.414316	676.466140	
0.000493	0.415236	674.841918	
0.000494	0.416148	673.088954	
0.000495	0.417061	671.464713	
0.000496	0.417979	670.130808	
0.000497	0.418877	669.046161	
0.000498	0.419780	667.684897	
0.000499	0.420725	665.729302	
0.000500	0.421673	663.694284	
0.000501	0.422588	662.138572	
0.000502	0.423505	661.018345	
0.000503	0.424427	660.024092	
0.000504	0.425338	658.712108	
0.000505	0.426283	656.553785	
0.000506	0.427271	653.636791	
0.000507	0.428242	650.728019	
0.000508	0.429193	648.183549	
0.000509	0.430163	645.573374	
0.000510	0.431147	642.377090	
0.000511	0.432149	638.192049	
0.000512	0.433200	632.823763	
0.000513	0.434279	626.647450	
0.000514	0.435349	620.197190	
0.000515	0.436430	613.525028	
0.000516	0.437538	606.118806	
0.000517	0.438674	597.082905	
0.000518	0.439889	585.918864	
0.000519	0.441167	573.067661	
0.000520	0.442446	558.857960	
0.000521	0.443783	542.489956	
