Time [s]	Eng. strain [-]	Cast-800-550C-023 [MPa]	
0.000203	0.155665	647.755374	
0.000204	0.156649	648.930686	
0.000205	0.157580	649.950959	
0.000206	0.158273	650.745448	
0.000207	0.159271	650.242200	
0.000208	0.160293	650.557907	
0.000209	0.160924	652.459787	
0.000210	0.161804	652.745552	
0.000211	0.162939	651.842321	
0.000212	0.163653	652.323870	
0.000213	0.164430	652.283011	
0.000214	0.165600	651.104894	
0.000215	0.166394	651.948258	
0.000216	0.167024	653.806455	
0.000217	0.168120	653.754738	
0.000218	0.169052	653.656760	
0.000219	0.169685	654.660640	
0.000220	0.170701	654.848295	
0.000221	0.171690	655.310740	
0.000222	0.172303	657.160751	
0.000223	0.173216	657.859935	
0.000224	0.174285	657.383806	
0.000225	0.174978	657.653178	
0.000226	0.175832	657.617853	
0.000227	0.176917	657.519970	
0.000228	0.177608	659.182383	
0.000229	0.178330	660.624414	
0.000230	0.179427	660.292541	
0.000231	0.180245	660.357866	
0.000232	0.180938	660.847601	
0.000233	0.182006	660.404107	
0.000234	0.182895	660.746895	
0.000235	0.183537	662.137151	
0.000236	0.184535	662.093620	
0.000237	0.185532	661.174016	
0.000238	0.186241	661.037984	
0.000239	0.187185	660.991725	
0.000240	0.188177	661.652835	
0.000241	0.188835	663.560003	
0.000242	0.189688	664.528539	
0.000243	0.190746	664.816899	
0.000244	0.191452	666.013967	
0.000245	0.192239	666.190762	
0.000246	0.193370	665.692821	
0.000247	0.194125	667.507469	
0.000248	0.194745	669.014691	
0.000249	0.195899	667.501973	
0.000250	0.196873	666.797332	
0.000251	0.197435	667.899265	
0.000252	0.198460	667.420483	
0.000253	0.199548	667.096779	
0.000254	0.200100	669.238012	
0.000255	0.200946	670.095077	
0.000256	0.202127	668.484457	
0.000257	0.202857	668.016516	
0.000258	0.203619	668.438235	
0.000259	0.204733	668.019245	
0.000260	0.205520	668.538866	
0.000261	0.206211	669.798492	
0.000262	0.207269	669.594388	
0.000263	0.208158	668.944098	
0.000264	0.208878	668.837972	
0.000265	0.209892	668.720987	
0.000266	0.210779	669.621564	
0.000267	0.211423	671.055407	
0.000268	0.212395	671.082640	
0.000269	0.213381	671.096247	
0.000270	0.214023	671.803617	
0.000271	0.214943	671.183309	
0.000272	0.216023	670.816035	
0.000273	0.216645	672.560033	
0.000274	0.217412	673.022593	
0.000275	0.218585	671.194338	
0.000276	0.219373	670.595804	
0.000277	0.220052	670.810729	
0.000278	0.221165	669.844865	
0.000279	0.222040	669.893835	
0.000280	0.222646	671.433748	
0.000281	0.223653	671.681345	
0.000282	0.224621	671.183479	
0.000283	0.225281	671.556229	
0.000284	0.226225	671.918082	
0.000285	0.227193	672.753335	
0.000286	0.227819	674.442905	
0.000287	0.228701	674.701399	
0.000288	0.229773	673.996776	
0.000289	0.230468	674.551818	
0.000290	0.231258	674.832048	
0.000291	0.232349	674.453840	
0.000292	0.233090	675.890337	
0.000293	0.233746	677.438380	
0.000294	0.234823	676.570474	
0.000295	0.235733	675.903925	
0.000296	0.236368	676.600474	
0.000297	0.237341	676.605951	
0.000298	0.238296	677.038568	
0.000299	0.238898	678.586649	
0.000300	0.239789	678.562164	
0.000301	0.240859	677.718705	
0.000302	0.241524	678.317201	
0.000303	0.242318	678.657223	
0.000304	0.243416	678.836728	
0.000305	0.244103	680.874450	
0.000306	0.244774	682.183045	
0.000307	0.245934	681.236227	
0.000308	0.246792	681.244414	
0.000309	0.247399	682.131403	
0.000310	0.248496	681.731515	
0.000311	0.249443	682.058062	
0.000312	0.249990	683.695972	
0.000313	0.250982	683.581734	
0.000314	0.252044	682.387376	
0.000315	0.252657	682.656767	
0.000316	0.253533	683.127494	
0.000317	0.254573	683.233640	
0.000318	0.255208	684.340993	
0.000319	0.256010	685.048401	
0.000320	0.257079	684.694716	
0.000321	0.257793	684.985805	
0.000322	0.258551	685.124509	
0.000323	0.259632	684.923115	
0.000324	0.260371	686.294268	
0.000325	0.261016	687.132193	
0.000326	0.262136	685.543291	
0.000327	0.263049	684.882200	
0.000328	0.263626	685.725658	
0.000329	0.264636	685.393767	
0.000330	0.265634	685.720219	
0.000331	0.266164	688.065385	
0.000332	0.267029	688.780810	
0.000333	0.268145	687.474754	
0.000334	0.268821	687.311395	
0.000335	0.269603	687.553477	
0.000336	0.270690	687.267788	
0.000337	0.271404	688.241820	
0.000338	0.272095	689.210432	
0.000339	0.273182	688.475924	
0.000340	0.274019	688.111418	
0.000341	0.274683	688.334567	
0.000342	0.275727	687.937370	
0.000343	0.276609	688.824341	
0.000344	0.277180	690.775077	
0.000345	0.278148	690.788684	
0.000346	0.279169	690.127554	
0.000347	0.279790	690.889371	
0.000348	0.280655	691.229487	
0.000349	0.281707	691.137043	
0.000350	0.282360	692.426726	
0.000351	0.283126	693.174993	
0.000352	0.284219	692.133021	
0.000353	0.285003	691.635155	
0.000354	0.285732	691.831034	
0.000355	0.286776	691.790195	
0.000356	0.287579	692.758731	
0.000357	0.288236	693.822496	
0.000358	0.289275	693.302818	
0.000359	0.290194	693.223887	
0.000360	0.290821	694.244102	
0.000361	0.291781	694.472596	
0.000362	0.292757	695.139127	
0.000363	0.293353	697.008240	
0.000364	0.294226	697.046351	
0.000365	0.295333	695.397659	
0.000366	0.296048	695.190939	
0.000367	0.296815	695.746018	
0.000368	0.297865	695.830389	
0.000369	0.298612	696.785356	
0.000370	0.299315	697.694044	
0.000371	0.300366	697.128106	
0.000372	0.301219	696.768925	
0.000373	0.301904	696.888602	
0.000374	0.302919	696.763430	
0.000375	0.303787	698.055746	
0.000376	0.304368	699.761595	
0.000377	0.305351	699.035160	
0.000378	0.306392	698.148190	
0.000379	0.306983	699.198348	
0.000380	0.307824	699.429571	
0.000381	0.308923	699.048653	
0.000382	0.309558	700.817079	
0.000383	0.310243	702.351534	
0.000384	0.311360	701.486358	
0.000385	0.312169	701.211604	
0.000386	0.312814	702.199281	
0.000387	0.313842	702.376209	
0.000388	0.314713	702.716382	
0.000389	0.315351	703.388465	
0.000390	0.316359	702.583193	
0.000391	0.317340	701.750688	
0.000392	0.317981	702.014602	
0.000393	0.318911	701.786070	
0.000394	0.319928	702.205061	
0.000395	0.320522	704.066006	
0.000396	0.321346	704.286351	
0.000397	0.322478	703.176250	
0.000398	0.323166	703.875396	
0.000399	0.323856	704.740496	
0.000400	0.324973	704.147326	
0.000401	0.325764	704.900918	
0.000402	0.326355	706.639439	
0.000403	0.327400	705.945676	
0.000404	0.328366	704.661527	
0.000405	0.329001	705.847755	
0.000406	0.329868	707.050300	
0.000407	0.330833	706.606824	
0.000408	0.331588	706.799974	
0.000409	0.332411	707.316886	
0.000410	0.333355	706.331957	
0.000411	0.334220	705.379681	
0.000412	0.335043	705.994513	
0.000413	0.335877	707.104538	
0.000414	0.336709	707.654121	
0.000415	0.337574	707.420188	
0.000416	0.338465	706.511538	
0.000417	0.339347	705.564795	
0.000418	0.340215	705.159449	
0.000419	0.341067	705.524050	
0.000420	0.341894	706.555220	
0.000421	0.342715	707.529252	
0.000422	0.343572	707.787746	
0.000423	0.344451	707.556504	
0.000424	0.345308	707.453106	
0.000425	0.346157	707.763204	
0.000426	0.347006	708.418800	
0.000427	0.347838	709.011819	
0.000428	0.348690	708.943727	
0.000429	0.349585	708.154678	
0.000430	0.350466	707.401029	
0.000431	0.351313	707.327574	
0.000432	0.352155	707.803702	
0.000433	0.352993	708.413152	
0.000434	0.353825	708.818555	
0.000435	0.354677	708.728803	
0.000436	0.355544	708.263609	
0.000437	0.356397	707.975267	
0.000438	0.357229	708.269143	
0.000439	0.358048	708.979261	
0.000440	0.358865	709.428176	
0.000441	0.359711	709.123441	
0.000442	0.360581	708.503094	
0.000443	0.361418	708.445938	
0.000444	0.362222	709.158766	
0.000445	0.363036	710.179058	
0.000446	0.363851	711.128624	
0.000447	0.364662	711.713627	
0.000448	0.365503	711.618435	
0.000449	0.366369	711.096066	
0.000450	0.367210	710.940951	
0.000451	0.368025	711.430629	
0.000452	0.368844	711.923018	
0.000453	0.369686	711.610097	
0.000454	0.370559	710.486426	
0.000455	0.371437	709.343729	
0.000456	0.372280	708.802295	
0.000457	0.373110	708.881170	
0.000458	0.373944	709.490582	
0.000459	0.374750	710.339422	
0.000460	0.375565	710.693108	
0.000461	0.376436	710.301349	
0.000462	0.377297	709.904171	
0.000463	0.378113	710.110985	
0.000464	0.378940	710.734042	
0.000465	0.379772	711.354370	
0.000466	0.380588	711.604676	
0.000467	0.381442	711.207461	
0.000468	0.382320	710.489212	
0.000469	0.383158	710.228046	
0.000470	0.383978	710.600797	
0.000471	0.384808	711.144922	
0.000472	0.385631	711.544829	
0.000473	0.386458	711.588303	
0.000474	0.387310	711.090361	
0.000475	0.388169	710.401980	
0.000476	0.389007	710.222399	
0.000477	0.389819	710.714863	
0.000478	0.390627	711.231851	
0.000479	0.391461	711.049654	
0.000480	0.392322	710.279802	
0.000481	0.393171	709.561648	
0.000482	0.393999	709.156340	
0.000483	0.394837	709.050271	
0.000484	0.395665	709.303269	
0.000485	0.396469	709.567106	
0.000486	0.397308	709.161609	
0.000487	0.398187	708.171165	
0.000488	0.399036	707.450074	
0.000489	0.399858	707.425513	
0.000490	0.400687	707.741069	
0.000491	0.401511	707.909753	
0.000492	0.402344	707.586011	
0.000493	0.403208	706.688219	
0.000494	0.404074	705.654396	
0.000495	0.404916	705.064049	
0.000496	0.405748	705.012389	
0.000497	0.406576	705.153897	
0.000498	0.407405	704.949888	
0.000499	0.408263	704.076600	
0.000500	0.409139	702.893158	
0.000501	0.409989	702.014431	
0.000502	0.410825	701.658055	
0.000503	0.411662	701.617253	
0.000504	0.412488	701.388702	
0.000505	0.413335	700.403793	
0.000506	0.414225	698.678841	
0.000507	0.415103	696.972934	
0.000508	0.415948	695.966231	
0.000509	0.416788	695.519969	
0.000510	0.417627	695.133536	
0.000511	0.418469	694.455995	
0.000512	0.419332	693.275149	
0.000513	0.420211	691.699836	
0.000514	0.421085	690.252442	
0.000515	0.421942	689.444441	
0.000516	0.422778	689.215966	
0.000517	0.423615	688.726287	
0.000518	0.424494	687.292539	
0.000519	0.425401	685.333673	
0.000520	0.426277	683.578854	
0.000521	0.427143	682.055258	
0.000522	0.428034	680.547997	
0.000523	0.428910	679.010794	
0.000524	0.429780	677.062787	
0.000525	0.430703	674.140767	
0.000526	0.431653	670.486911	
0.000527	0.432581	666.879295	
0.000528	0.433508	663.326089	
0.000529	0.434464	658.956637	
0.000530	0.435463	652.919390	
0.000531	0.436526	644.934118	
0.000532	0.437641	635.308282	
0.000533	0.438781	624.343871	
0.000534	0.439966	611.801492	
